host_species	taxid	host_genus	host_family	host_order	host_class
Cacajao melanocephalus	70825	Cacajao	Pitheciidae	Primates	Mammalia
Malayopython reticulatus	1496311	Malayopython	Pythonidae	Squamata	Lepidosauria
Cheirogaleus sibreei	752538	Cheirogaleus	Cheirogaleidae	Primates	Mammalia
Leptodeira punctata	427728	Leptodeira	Dipsadidae	Squamata	Lepidosauria
Mirounga leonina	9715	Mirounga	Phocidae	Carnivora	Mammalia
Alectoris magna	40179	Alectoris	Phasianidae	Galliformes	Aves
Campylorhamphus pusillus	261820	Campylorhamphus	Dendrocolaptidae	Passeriformes	Aves
Tringa erythropus	272050	Tringa	Scolopacidae	Charadriiformes	Aves
Sceloporus cautus	59694	Sceloporus	Phrynosomatidae	Squamata	Lepidosauria
Bachia peruana	371690	Bachia	Gymnophthalmidae	Squamata	Lepidosauria
Spizixos semitorques	241747	Spizixos	Pycnonotidae	Passeriformes	Aves
Ptilinopus victor	796403	Ptilinopus	Columbidae	Columbiformes	Aves
Gypsophila crispifrons	1149651	Gypsophila	Pellorneidae	Passeriformes	Aves
Glaphyromorphus mjobergi	405190	Glaphyromorphus	Scincidae	Squamata	Lepidosauria
Callimico goeldii	9495	Callimico	Cebidae	Primates	Mammalia
Lepus comus	91798	Lepus	Leporidae	Lagomorpha	Mammalia
Thrichomys laurenteus	190470	Thrichomys	Echimyidae	Rodentia	Mammalia
Pholidobolus sp. OTC-2015	1718798	Pholidobolus	Gymnophthalmidae	Squamata	Lepidosauria
Lerista christinae	470334	Lerista	Scincidae	Squamata	Lepidosauria
Eumops maurus	1001578	Eumops	Molossidae	Chiroptera	Mammalia
Miniopterus majori	409373	Miniopterus	Vespertilionidae	Chiroptera	Mammalia
Serinus whytii	552626	Serinus	Fringillidae	Passeriformes	Aves
Setophaga pityophila	65571	Setophaga	Parulidae	Passeriformes	Aves
Otomops martiensseni	258867	Otomops	Molossidae	Chiroptera	Mammalia
Coracopsis vasa	176022	Coracopsis	Psittacidae	Psittaciformes	Aves
Rhegmatorhina melanosticta	288080	Rhegmatorhina	Thamnophilidae	Passeriformes	Aves
Bitis cornuta	110198	Bitis	Viperidae	Squamata	Lepidosauria
Rhoptropus barnardi	152586	Rhoptropus	Gekkonidae	Squamata	Lepidosauria
Otus ireneae	543865	Otus	Strigidae	Strigiformes	Aves
Microtus maximowiczii	470139	Microtus	Cricetidae	Rodentia	Mammalia
Diclidurus ingens	463803	Diclidurus	Emballonuridae	Chiroptera	Mammalia
Pachydactylus carinatus	367404	Pachydactylus	Gekkonidae	Squamata	Lepidosauria
Goggia lineata	221560	Goggia	Gekkonidae	Squamata	Lepidosauria
Phelsuma rosagularis	232318	Phelsuma	Gekkonidae	Squamata	Lepidosauria
Bothrops pulchra	1170826	Bothrops	Viperidae	Squamata	Lepidosauria
Cyrtodactylus angularis	751985	Cyrtodactylus	Gekkonidae	Squamata	Lepidosauria
Tretanorhinus variabilis	121374	Tretanorhinus	Dipsadidae	Squamata	Lepidosauria
Odorrana margaretae	121156	Odorrana	Ranidae	Anura	Amphibia
Hemidactylus platycephalus	261703	Hemidactylus	Gekkonidae	Squamata	Lepidosauria
Psammophylax acutus	234067	Psammophylax	Lamprophiidae	Squamata	Lepidosauria
Chaetocercus bombus	689206	Chaetocercus	Trochilidae	Apodiformes	Aves
Setophaga virens	92124	Setophaga	Parulidae	Passeriformes	Aves
Campylorhynchus albobrunneus	330140	Campylorhynchus	Certhiidae	Passeriformes	Aves
Melidectes ochromelas	266317	Melidectes	Meliphagidae	Passeriformes	Aves
Xenochrophis asperrimus	1297036	Xenochrophis	Colubridae	Squamata	Lepidosauria
Yuhina gularis	98156	Yuhina	Timaliidae	Passeriformes	Aves
Thamnosophis infrasignatus	641493	Thamnosophis	Lamprophiidae	Squamata	Lepidosauria
Tiliqua nigrolutea	155307	Tiliqua	Scincidae	Squamata	Lepidosauria
Cyanoramphus saisseti	2778878	Cyanoramphus	Psittacidae	Psittaciformes	Aves
Hyperolius fusciventris	643487	Hyperolius	Hyperoliidae	Anura	Amphibia
Nycticeinops schlieffeni	153288	Nycticeinops	Vespertilionidae	Chiroptera	Mammalia
Chalcides viridanus	63294	Chalcides	Scincidae	Squamata	Lepidosauria
Cyanistes teneriffae	1069445	Cyanistes	Paridae	Passeriformes	Aves
Bolitoglossa cerroensis	107962	Bolitoglossa	Plethodontidae	Caudata	Amphibia
Hipposideros pygmaeus	1207990	Hipposideros	Hipposideridae	Chiroptera	Mammalia
Acryllium vulturinum	8992	Acryllium	Numididae	Galliformes	Aves
Bradypodion gutturale	230335	Bradypodion	Chamaeleonidae	Squamata	Lepidosauria
Saccopteryx canescens	409053	Saccopteryx	Emballonuridae	Chiroptera	Mammalia
Petrogale penicillata	54088	Petrogale	Macropodidae	Diprotodontia	Mammalia
Halcyon senegalensis	342381	Halcyon	Alcedinidae	Coraciiformes	Aves
Indirana beddomii	691011	Indirana	Ranixalidae	Anura	Amphibia
Occidozyga martensii	146711	Occidozyga	Dicroglossidae	Anura	Amphibia
Yunganastes bisignatus	448570	Yunganastes	Strabomantidae	Anura	Amphibia
Proctoporus cf. bolivianus Ca3	1234275	Proctoporus	Gymnophthalmidae	Squamata	Lepidosauria
Manacus candei	415023	Manacus	Pipridae	Passeriformes	Aves
Naja naja	35670	Naja	Elapidae	Squamata	Lepidosauria
Calumma linotum	1230053	Calumma	Chamaeleonidae	Squamata	Lepidosauria
Megapodius reinwardt	125074	Megapodius	Megapodiidae	Galliformes	Aves
Osteocephalus deridens	712891	Osteocephalus	Hylidae	Anura	Amphibia
Sittasomus griseicapillus	75973	Sittasomus	Dendrocolaptidae	Passeriformes	Aves
Ortygospiza atricollis	187439	Ortygospiza	Estrildidae	Passeriformes	Aves
Chiromyscus langbianis	672787	Chiromyscus	Muridae	Rodentia	Mammalia
Amolops daorum	427933	Amolops	Ranidae	Anura	Amphibia
Euodice cantans	247811	Euodice	Estrildidae	Passeriformes	Aves
Ameerega pulchripecta	384871	Ameerega	Dendrobatidae	Anura	Amphibia
Tarentola caboverdiana	130740	Tarentola	Phyllodactylidae	Squamata	Lepidosauria
Idionycteris phyllotis	27665	Idionycteris	Vespertilionidae	Chiroptera	Mammalia
Uromastyx aegyptia	103697	Uromastyx	Agamidae	Squamata	Lepidosauria
Craugastor spatulatus	449799	Craugastor	Craugastoridae	Anura	Amphibia
Testudo marginata	101701	Testudo	Testudinidae	Testudines	Testudinata
Canis mesomelas	68725	Canis	Canidae	Carnivora	Mammalia
Pharomachrus mocinno	289186	Pharomachrus	Trogonidae	Trogoniformes	Aves
Nannophrys marmorata	143438	Nannophrys	Dicroglossidae	Anura	Amphibia
Siphonops paulensis	320580	Siphonops	Siphonopidae	Gymnophiona	Amphibia
Nisaetus nanus	321109	Nisaetus	Accipitridae	Accipitriformes	Aves
Chalcides coeruleopunctatus	500813	Chalcides	Scincidae	Squamata	Lepidosauria
Nectarinia adelberti	233789	Nectarinia	Nectariniidae	Passeriformes	Aves
Praomys delectorum	119565	Praomys	Muridae	Rodentia	Mammalia
Pristimantis marmoratus	448754	Pristimantis	Strabomantidae	Anura	Amphibia
Dendropsophus marmoratus	150709	Dendropsophus	Hylidae	Anura	Amphibia
Anaxyrus speciosus	30337	Anaxyrus	Bufonidae	Anura	Amphibia
Liolaemus zullyae	971285	Liolaemus	Iguanidae	Squamata	Lepidosauria
Cryptotis nigrescens	1003236	Cryptotis	Soricidae	Eulipotyphla	Mammalia
Pheucticus melanocephalus	371919	Pheucticus	Fringillidae	Passeriformes	Aves
Phrynobatrachus auritus	333688	Phrynobatrachus	Phrynobatrachidae	Anura	Amphibia
Megapodius decollatus	177166	Megapodius	Megapodiidae	Galliformes	Aves
Stizorhina fraseri	127944	Stizorhina	Turdidae	Passeriformes	Aves
Pteromys volans	55152	Pteromys	Sciuridae	Rodentia	Mammalia
Andigena hypoglauca	91761	Andigena	Ramphastidae	Piciformes	Aves
Ninox philippensis	56289	Ninox	Strigidae	Strigiformes	Aves
Elvira cupreiceps	304613	Elvira	Trochilidae	Apodiformes	Aves
Rhyacotriton olympicus	43569	Rhyacotriton	Rhyacotritonidae	Caudata	Amphibia
Alsodes coppingeri	1236353	Alsodes	Alsodidae	Anura	Amphibia
Hyloxalus vertebralis	248983	Hyloxalus	Dendrobatidae	Anura	Amphibia
Fulvetta cinereiceps	201300	Fulvetta	Sylviidae	Passeriformes	Aves
Scleroptila psilolaema	388999	Scleroptila	Phasianidae	Galliformes	Aves
Amazilia viridicauda	688846	Amazilia	Trochilidae	Apodiformes	Aves
Scarturus euphraticus	2926629	Scarturus	Dipodidae	Rodentia	Mammalia
Ctenophorus butleri	564351	Ctenophorus	Agamidae	Squamata	Lepidosauria
Uria lomvia	28711	Uria	Alcidae	Charadriiformes	Aves
Ctenotus inornatus	245600	Ctenotus	Scincidae	Squamata	Lepidosauria
Pachyramphus versicolor	114334	Pachyramphus	Tyrannidae	Passeriformes	Aves
Anomaloglossus baeobatrachus	238106	Anomaloglossus	Dendrobatidae	Anura	Amphibia
Chloropsis kinabaluensis	1218690	Chloropsis	Irenidae	Passeriformes	Aves
Urocolius macrourus	85101	Urocolius	Coliidae	Coliiformes	Aves
Phyllops falcatus	270772	Phyllops	Phyllostomidae	Chiroptera	Mammalia
Lepus americanus	48086	Lepus	Leporidae	Lagomorpha	Mammalia
Arvicanthis niloticus	61156	Arvicanthis	Muridae	Rodentia	Mammalia
Heterocercus linteatus	415022	Heterocercus	Pipridae	Passeriformes	Aves
Lophuromys sikapusi	83535	Lophuromys	Muridae	Rodentia	Mammalia
Scinax chiquitanus	699824	Scinax	Hylidae	Anura	Amphibia
Lophonetta specularioides	75873	Lophonetta	Anatidae	Anseriformes	Aves
Spea multiplicata	30317	Spea	Pelobatidae	Anura	Amphibia
Erythrura trichroa	247731	Erythrura	Estrildidae	Passeriformes	Aves
Siren lacertina	307977	Siren	Sirenidae	Caudata	Amphibia
Podager nacunda	135181	Podager	Caprimulgidae	Caprimulgiformes	Aves
Taphrospilus hypostictus	304686	Taphrospilus	Trochilidae	Apodiformes	Aves
Guibemantis tornieri	258859	Guibemantis	Mantellidae	Anura	Amphibia
Ctenomys bonettoi	112850	Ctenomys	Ctenomyidae	Rodentia	Mammalia
Polytelis anthopeplus	35545	Polytelis	Psittacidae	Psittaciformes	Aves
Eurydactylodes occidentalis	385264	Eurydactylodes	Diplodactylidae	Squamata	Lepidosauria
Rhipidura dahli	667186	Rhipidura	Rhipiduridae	Passeriformes	Aves
Mazama bororo	397615	Mazama	Cervidae	Artiodactyla	Mammalia
Harpiocephalus harpia	124749	Harpiocephalus	Vespertilionidae	Chiroptera	Mammalia
Phylloscopus ogilviegranti	310060	Phylloscopus	Phylloscopidae	Passeriformes	Aves
Goniurosaurus lichtenfelderi	449389	Goniurosaurus	Eublepharidae	Squamata	Lepidosauria
Pleurodema bibroni	655834	Pleurodema	Leptodactylidae	Anura	Amphibia
Rhinoclemmys rubida	260655	Rhinoclemmys	Geoemydidae	Testudines	Testudinata
Hypsipetes borbonicus	289189	Hypsipetes	Pycnonotidae	Passeriformes	Aves
Strix leptogrammica	126835	Strix	Strigidae	Strigiformes	Aves
Cerberus rynchops	46267	Cerberus	Homalopsidae	Squamata	Lepidosauria
Lepidoblepharis sp. KU 218367	460612	Lepidoblepharis	Sphaerodactylidae	Squamata	Lepidosauria
Emydocephalus annulatus	355678	Emydocephalus	Hydrophiidae	Squamata	Lepidosauria
Carterornis chrysomela	254560	Carterornis	Monarchidae	Passeriformes	Aves
Phylloscartes sylviolus	456420	Phylloscartes	Tyrannidae	Passeriformes	Aves
Sphaerodactylus richardi	58698	Sphaerodactylus	Sphaerodactylidae	Squamata	Lepidosauria
Psammophylax rhombeatus	382760	Psammophylax	Lamprophiidae	Squamata	Lepidosauria
