sample_type	sample_origin	sample_freshness	sample_freezing	sample_id	capture_place	specimen_length	specimen_weight	specimen_id	specimen_family	specimen_species	capture_biome	capture_environment	specimen_development	specimen_sex	capture_latitude	capture_longitude	capture_country	specimen_order	specimen_class	capture_id	tax_group
Faecal	Animal	< 1 minute	< 14 days	AHA35	NA	52	3.56	SD04243	Lacertidae	Podarcis cretensis	1000215 - Temperate shrubland	abandonned village	Adult	Male	35.24	24.12	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0424301	Reptiles
Faecal	Animal	< 1 minute	< 3 days	ACK74	NA	41.4	8	SD03007	Vespertilionidae	Myotis capaccinii	1001805 - Temperate forest	At the cave entrance	Adult	Male	41.89	24.88	recIKcYqw1CyfqxgE	Chiroptera	Mammalia	SD0300701	Bats
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AEU58	Varese	58	330	SD01810	Sciuridae	Sciurus vulgaris	1000221 - Temperate woodland	mixed conifer-deciduous wood	Adult	Male	45.83	8.83	recrACkHppgdXdQse	Rodentia	Mammalia	SD0181002	Mammals
Colon contents	Animal	< 3 hours	NA	AIR18	NA	455	3200	SD04539	Leporidae	Lepus europaeus	1000221 - Temperate woodland	NA	Adult	Female	43.15	-2.14	recIUTmSxiyqoU5lQ	Lagomorpha	Mammalia	SD0453901	Mammals
Anal/cloacal swab	Animal	< 10 minutes	< 1 day	ABW63	NA	420	394	SD02666	Sciuridae	Sciurus vulgaris	1000197 - Broadleaf forest	urban park with lawns and several broadleaf trees, partly standing together in groups, small woods	Adult	Male	52.49	13.47	recVYUv3aeAtg7Vdd	Rodentia	Mammalia	SD0266601	Mammals
Faecal	Animal	< 1 minute	< 1 day	ADI73	Tourmalet	132.22	3.17	SD00823	Lacertidae	Podarcis muralis	1000194 - Montane grassland	NA	Adult	Female	42.92	0.13	recD0072mQhXdzBoy	Squamata	Reptilia	SD0082301	Reptiles
Faecal	NA	NA	NA	AFM29	NA	71	8.56	SD02252	Lacertidae	Podarcis muralis	1000248 - Dense settlement	NA	NA	Male	41.72	12.31	recrACkHppgdXdQse	Squamata	Reptilia	SD0225201	Reptiles
Faecal	Housing	< 10 minutes	< 3 days	AFF30	NA	20.3	8.8	SD04143	Parulidae	Myioborus miniatus	1000197 - Broadleaf forest	ecotone with presence of oak and pine species	Adult	Male	15.16	-87.57	recQgqRtcmwo7Cea8	Passeriformes	Aves	SD0414301	Birds
Tissue	Animal	< 1 minute	< 1 day	ACG81	commande	65	640	SD01686	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	parklike habitat	Adult	Female	44.84	7.77	recrACkHppgdXdQse	Rodentia	Mammalia	SD0168601	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAM94	NA	54	377	SD01588	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	City Park	Juvenile	Female	41.25	-75.89	recTM9xQvYOxMLTyY	Rodentia	Mammalia	SD0158801	Mammals
Faecal	Animal	< 1 minute	< 1 day	ADL25	Sentein	72.26	2.97	SD00780	Lacertidae	Podarcis muralis	1000246 - Village	small montane village	Adult	Female	42.84	0.94	recD0072mQhXdzBoy	Squamata	Reptilia	SD0078001	Reptiles
Skin swab: ventral	Animal	< 1 minute	< 1 day	AKE01	NA	55	5.1	SD03837	Salamandridae	Calotriton asper	1000253 - River or stream	NA	Adult	Male	43.16	-1.91	recIUTmSxiyqoU5lQ	Urodela	Amphibia	SD0383701	Amphibians
Faecal	Housing	< 10 minutes	< 3 days	AFF12	NA	27.3	22.9	SD04144	Cardinalidae	Habia rubica	1000197 - Broadleaf forest	ecotone with presence of oak and pine species	Adult	Female	15.16	-87.57	recQgqRtcmwo7Cea8	Passeriformes	Aves	SD0414401	Birds
Tissue	Animal	< 1 minute	< 21 days	AHO59	NA	38.86	4.2	SD03336	Bombinatoridae	Bombina sp.	1000198 - Mixed forest	Tire track 	Adult	Male	47.94	19.94	recswsHtDSgulNghS	Anura	Amphibia	SD0333601	Amphibians
Duodenum mucosa	Animal	NA	NA	AIJ56	3.3 mi SE of Cruz Calle, Howell Cattle Company	NA	NA	SD02981	Cathartidae	Cathartes aura	NA	NA	Adult	Male	27.35	-98.24	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0298101	Birds
Duodenum contents	Animal	NA	NA	AII88	7.8 mi N of Alice	NA	NA	SD02975	Cathartidae	Coragyps atratus	NA	NA	Adult	Female	27.86	-98.05	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0297501	Birds
Tissue	Animal	< 1 minute	< 1 day	ACK25	NA	45	13	SD03001	Miniopteridae	Miniopterus schreibersii	1000245 - Cropland	At the cave entrance	Adult	Female	43.23	24.89	recIKcYqw1CyfqxgE	Chiroptera	Mammalia	SD0300101	Bats
Faecal	Trap	< 1 minute	< 1 day	ACS34	NA	NA	4580	SD02855	Macropodidae	Petrogale xanthopus	1000218 - Xeric shrubland	Rocky hills	Adult	Male	-32.03	140.24	recKtBknH3LqSreF0	Diprotodontia	Mammalia	SD0285501	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AIY98	NA	80	16.2	SD04428	Salamandridae	Salamandra salamandra gallaica	1000221 - Temperate woodland	Narrow stone alley with deciduous leaf litter along the edges.	Adult	Male	41.15	-8.63	recAf61NgigHFbcBU	Urodela	Amphibia	SD0442801	Amphibians
Faecal	Animal	< 1 minute	< 1 day	AHW95	NA	273	8.5	SD03635	Scincidae	Chalcides striatus	1000199 - Mediterranean forest	NA	Adult	Unknown	40.82	-8.17	recAf61NgigHFbcBU	Squamata	Reptilia	SD0363501	Reptiles
Faecal	Trap	< 3 hours	< 1 day	ABQ19	NA	70	301	SD01811	Sciuridae	Sciurus vulgaris	1000198 - Mixed forest	Mixed forest	Adult	Female	54.14	-9.14	recRFp4BbEGSFTNHf	Rodentia	Mammalia	SD0181103	Mammals
Oral swab	Animal	< 1 minute	< 14 days	AA87	NA	263	565	SD02142	Sciuridae	Sciurus carolinensis	1000197 - Broadleaf forest	NA	Adult	Male	53.2	-4.19	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0214201	Mammals
Anal/cloacal swab	Animal	NA	< 3 days	ABQ51	NA	74.9	331	SD01845	Sciuridae	Sciurus vulgaris	1000198 - Mixed forest	Mixed forest	Nursing	Female	54.14	-9.14	recRFp4BbEGSFTNHf	Rodentia	Mammalia	SD0184501	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 1 day	ACD90	NA	72	26.4	SD01926	Alcedinidae	Chloroceryle americana	1000252 - Lake or pond	Oxbow lake	Adult	Male	-12.6	-70.19	recBG9JQuOqHyhhMQ	Coraciiformes	Aves	SD0192601	Birds
Skin swab	Other	< 1 minute	< 7 days	AHI44	NA	NA	NA	SD02941	Bombinatoridae	Bombina variegata	1000248 - Dense settlement	Zoo	Adult	Unknown	45.83	16.02	rec2O52lSpnrJFgtK	Anura	Amphibia	SD0294101	Amphibians
Jejunum contents	Animal	NA	NA	AII24	7.8 mi N of Alice	NA	NA	SD02969	Cathartidae	Coragyps atratus	NA	NA	Adult	Female	27.86	-98.05	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0296901	Birds
Tissue	Animal	< 1 minute	< 1 day	AEA27	NA	143.03	5.26	SD01004	Lacertidae	Podarcis muralis	1000194 - Montane grassland	NA	Adult	Male	42.82	-0.57	recD0072mQhXdzBoy	Squamata	Reptilia	SD0100401	Reptiles
Faecal	Animal	< 1 minute	< 1 day	ABH94	NA	65	7.44	SD01025	Lacertidae	Podarcis pityusensis	1000215 - Temperate shrubland	Shrubs and dunes in a coastal natural park	Unknown	Male	38.74	1.43	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0102501	Reptiles
Faecal	Ground	< 6 hours	< 7 days	AHE96	NA	NA	NA	SD04692	Vombatidae	Vombatus ursinus	1000193 - Temperate grassland	In open grassland	Unknown	Unknown	-42.35	148.03	recKtBknH3LqSreF0	Diprotodontia	Mammalia	SD0469201	Mammals
Tissue	Animal	NA	NA	ABR17	NA	66	7.96	SD02383	Lacertidae	Podarcis gaigeae	1000218 - Xeric shrubland	NA	NA	Male	38.85	24.47	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0238301	Reptiles
Tissue	Animal	< 1 minute	< 1 day	ABI20	NA	67	6.4	SD01037	Lacertidae	Podarcis pityusensis	1000215 - Temperate shrubland	Stone walls between agricultural fields	Unknown	Female	38.7	1.42	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0103701	Reptiles
Tissue	Animal	< 1 minute	< 21 days	AHN80	NA	42.97	6.9	SD03299	Bombinatoridae	Bombina sp.	1000198 - Mixed forest	Side ditch road	Adult	Female	47.89	19.99	recswsHtDSgulNghS	Anura	Amphibia	SD0329901	Amphibians
Skin swab: dorsal	Animal	< 1 minute	< 1 day	AKE10	NA	60	4.4	SD03853	Salamandridae	Calotriton asper	1000253 - River or stream	NA	Adult	Male	43.14	-1.91	recIUTmSxiyqoU5lQ	Urodela	Amphibia	SD0385301	Amphibians
Oral swab	Animal	NA	NA	AGD79	NA	NA	NA	SD03181	Gliridae	Muscardinus avellanarius	NA	NA	NA	Unknown	NA	NA	NA	Rodentia	Mammalia	SD0318101	Mammals
Faecal	Animal	< 1 minute	< 1 day	ACJ91	NA	58.3	26.5	SD03036	Vespertilionidae	Myotis blythii	1000197 - Broadleaf forest	Inside the cave	Adult	Male	43.13	24.04	recIKcYqw1CyfqxgE	Chiroptera	Mammalia	SD0303601	Bats
Oral swab	Animal	< 1 minute	< 14 days	AA10	NA	252	598	SD02137	Sciuridae	Sciurus carolinensis	1000197 - Broadleaf forest	NA	Nursing	Female	53.2	-4.19	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0213701	Mammals
Faecal	NA	NA	NA	AEV75	NA	69	8.25	SD02290	Lacertidae	Podarcis filfolensis	1000248 - Dense settlement	NA	NA	Male	35.9	14.48	rec4pSrz639KdTCof	Squamata	Reptilia	SD0229001	Reptiles
Tissue	Animal	< 1 minute	< 7 days	AFI62	NA	41	2.1	SD03977	Dactyloidae	Anolis yoroensis	1000197 - Broadleaf forest	In front of a stream	Adult	Male	15.2	-87.59	recQgqRtcmwo7Cea8	Squamata	Reptilia	SD0397701	Reptiles
Faecal	Housing	< 10 minutes	< 1 day	AGI03	NA	NA	NA	SD03734	Tyrannidae	Ochthoeca fumicolor	1000216 - Montane shrubland	Polylepis, woodland, paramo	Adult	Unknown	-2.69	-79.06	recObZmxBDlCLf6We	Passeriformes	Aves	SD0373401	Birds
Tissue	Animal	< 1 minute	< 1 day	ACK11	NA	58.8	19.8	SD03052	Vespertilionidae	Myotis blythii	1000197 - Broadleaf forest	At the cave entrance	Adult	Male	43.13	24.04	recIKcYqw1CyfqxgE	Chiroptera	Mammalia	SD0305201	Bats
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AHW69	NA	623	35.1	SD03623	Colubridae	Coronella girondica	1000199 - Mediterranean forest	NA	Adult	Unknown	40.82	-8.16	recAf61NgigHFbcBU	Squamata	Reptilia	SD0362301	Reptiles
Faecal	Other	< 30 minutes	< 1 day	AGO48	NA	NA	1.74	SD04503	Salamandridae	Lissotriton helveticus	1000252 - Lake or pond	NA	Adult	Male	43.28	-2.12	recIUTmSxiyqoU5lQ	Urodela	Amphibia	SD0450301	Amphibians
Unknown	NA	NA	NA	AAM06	NA	62	777	SD01558	Cathartidae	Coragyps atratus	1000221 - Temperate woodland	NA	Juvenile	Unknown	40.63	-75.87	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0155801	Birds
Tissue	Animal	< 1 minute	< 21 days	AHN30	NA	42.57	4.9	SD03274	Bombinatoridae	Bombina sp.	1000198 - Mixed forest	Tire track	Adult	Female	47.88	19.99	recswsHtDSgulNghS	Anura	Amphibia	SD0327401	Amphibians
Tissue	Animal	< 1 minute	< 14 days	AHA12	NA	62	5.73	SD04230	Lacertidae	Podarcis cretensis	1000221 - Temperate woodland	gorge	Adult	Male	35.44	24	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0423001	Reptiles
Oral swab	Animal	< 1 minute	< 1 day	ACT12	NA	NA	19	SD00674	Gliridae	Muscardinus avellanarius	1000221 - Temperate woodland	decidous woodland	Adult	Female	51.1	14.82	recVYUv3aeAtg7Vdd	Rodentia	Mammalia	SD0067401	Mammals
Oral swab	Housing	< 1 minute	< 3 days	ACY20	NA	NA	18	SD01453	Gliridae	Muscardinus avellanarius	1001805 - Temperate forest	Mixed forest National Park	Adult	Male	50.64	23.07	recS6xIyDhfgVgMQw	Rodentia	Mammalia	SD0145301	Mammals
Tissue	Animal	< 1 minute	< 1 day	AFQ84	NA	13.6	3.2	SD02588	Lacertidae	Podarcis sp.	1000199 - Mediterranean forest	NA	Adult	Male	40.86	-8.25	recAf61NgigHFbcBU	Squamata	Reptilia	SD0258801	Reptiles
Faecal	Trap	< 6 hours	< 7 days	AGN68	NA	19.57	155	SD04584	Muridae	Rattus rattus	1000221 - Temperate woodland	(WVI) Eucalyptus viminalis wet forest	Adult	Female	-41.21	146.24	recKtBknH3LqSreF0	Rodentia	Mammalia	SD0458401	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAZ88	Curone	NA	490	SD00286	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	oak-hornbeam forest	Adult	Male	45.73	9.38	recrACkHppgdXdQse	Rodentia	Mammalia	SD0028601	Mammals
Oral swab	Animal	< 1 minute	< 1 day	AGH29	NA	NA	37	SD02419	Muridae	Apodemus flavicollis	1000197 - Broadleaf forest	Coppiced woodland, surrounded by farmland	Adult	Female	46.55	1.32	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0241901	Mammals
Faecal	NA	< 1 minute	< 28 days	AFV41	NA	90	26	SD02060	Cricetidae	Peromyscus maniculatus	1000215 - Temperate shrubland	NA	Adult	Male	48.63	-123.29	recqcwTGBWEwznXMJ	Rodentia	Mammalia	SD0206001	Mammals
Faecal	Animal	< 10 minutes	< 1 day	AAE25	NA	43.5	9.2	SD02788	Vespertilionidae	Myotis bechsteinii	1000221 - Temperate woodland	2FN Schwegler Bat box scheme in temperate deciduous woodland	Adult	Female	51.31	-2.18	recWNrlBagsRxnwjj	Chiroptera	Mammalia	SD0278801	Bats
Tissue	Animal	< 1 minute	< 1 day	AFO86	NA	26.1	8	SD02493	Scincidae	Chalcides striatus	1000199 - Mediterranean forest	NA	Adult	Unknown	40.84	-8.16	recAf61NgigHFbcBU	Squamata	Reptilia	SD0249301	Reptiles
Faecal	Trap	< 6 hours	< 7 days	AGM99	NA	39.22	3600	SD04617	Phalangeridae	Trichosurus vulpecula	1000221 - Temperate woodland	(NAD) Acacia dealbata forest	Adult	Female	-41.09	145.6	recKtBknH3LqSreF0	Diprotodontia	Mammalia	SD0461701	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AIY74	NA	85	15	SD04415	Salamandridae	Salamandra salamandra gallaica	1000221 - Temperate woodland	Steep hill covered in deciduous leaf litter on the slope and sandy low grasses at the base.	Adult	Female	41.19	-8.68	recAf61NgigHFbcBU	Urodela	Amphibia	SD0441501	Amphibians
Tissue	Animal	< 1 minute	< 1 day	AHU52	NA	241	12.6	SD03533	Scincidae	Chalcides striatus	1000199 - Mediterranean forest	NA	Adult	Unknown	40.87	-8.27	recAf61NgigHFbcBU	Squamata	Reptilia	SD0353301	Reptiles
Tissue	Animal	< 1 minute	< 1 day	ABS19	NA	64.5	340	SD01498	Sciuridae	Sciurus vulgaris	1000197 - Broadleaf forest	Conifer forests 	Adult	Female	42.79	143.17	recUFOFTQQCc0Urlo	Rodentia	Mammalia	SD0149801	Mammals
Faecal	Ground	< 30 minutes	< 14 days	AGB99	NA	NA	NA	SD03172	Canidae	Canis familiaris	1001625 - Polar Tundra	NA	Adult	Male	70.3	-21.95	recLVY3Rb8dPMd92q	Carnivora	Mammalia	SD0317201	Mammals
Faecal	Animal	< 1 minute	< 1 day	AHV23	NA	118	1.6	SD03568	Lacertidae	Podarcis sp.	1000199 - Mediterranean forest	NA	Sub-adult	Male	40.83	-8.14	recAf61NgigHFbcBU	Squamata	Reptilia	SD0356801	Reptiles
Stomach contents	Animal	NA	NA	AIF64	Lake Butler	NA	NA	SD02946	Cathartidae	Coragyps atratus	NA	NA	Adult	Female	30.03	-82.35	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0294601	Birds
Faecal	Trap	< 3 hours	< 1 day	AAA17	Piobesi	62	600	SD00344	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	oak-hornbeam forest	Pregnant	Female	44.94	7.59	recrACkHppgdXdQse	Rodentia	Mammalia	SD0034401	Mammals
Oral swab	Animal	< 1 minute	< 1 day	ACS93	NA	NA	22	SD00676	Gliridae	Muscardinus avellanarius	1000221 - Temperate woodland	decidous woodland	Adult	Male	51.05	14.76	recVYUv3aeAtg7Vdd	Rodentia	Mammalia	SD0067601	Mammals
Tissue	Animal	NA	NA	AIJ85	3.3 mi SE of Cruz Calle, Howell Cattle Company	NA	NA	SD02984	Cathartidae	Cathartes aura	NA	NA	Adult	Female	27.35	-98.24	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0298401	Birds
Pouch	Trap	< 1 minute	< 1 day	ACR95	NA	NA	7800	SD02865	Macropodidae	Petrogale xanthopus	1000218 - Xeric shrubland	Gorge	Adult	Female	-30.56	139.16	recKtBknH3LqSreF0	Diprotodontia	Mammalia	SD0286501	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 1 day	ACE30	NA	76	29.6	SD01927	Alcedinidae	Chloroceryle americana	1000252 - Lake or pond	Oxbow lake	Adult	Unknown	-12.4	-70.72	recBG9JQuOqHyhhMQ	Coraciiformes	Aves	SD0192701	Birds
Oral swab	Animal	< 1 minute	< 14 days	AA32	NA	269	630	SD02130	Sciuridae	Sciurus carolinensis	1000197 - Broadleaf forest	NA	Adult	Male	53.2	-4.19	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0213001	Mammals
Faecal	Animal	< 1 minute	< 14 days	AHB64	NA	61	4.34	SD04306	Lacertidae	Podarcis gaigeae	1000215 - Temperate shrubland	inland	Adult	Female	38.9	24.52	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0430601	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AFQ53	NA	21.1	8	SD02573	Lacertidae	Timon lepidus	1000199 - Mediterranean forest	NA	Juvenile	Unknown	40.86	-8.25	recAf61NgigHFbcBU	Squamata	Reptilia	SD0257301	Reptiles
Faecal	NA	NA	NA	AFM71	NA	65	5.63	SD02271	Lacertidae	Podarcis muralis	1000246 - Village	NA	NA	Male	42.33	13.38	recrACkHppgdXdQse	Squamata	Reptilia	SD0227101	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AHV43	NA	260	11.7	SD03642	Lacertidae	Psammodromus manuelae	1000199 - Mediterranean forest	NA	Adult	Male	40.93	-7.09	recAf61NgigHFbcBU	Squamata	Reptilia	SD0364201	Reptiles
Skin swab: ventral	Animal	< 1 minute	< 1 day	AKD83	NA	68	5	SD03834	Salamandridae	Calotriton asper	1000253 - River or stream	NA	Adult	Male	43	-1.17	recIUTmSxiyqoU5lQ	Urodela	Amphibia	SD0383401	Amphibians
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAP51	NA	NA	1.2	SD03421	Salamandridae	Lissotriton helveticus	1000252 - Lake or pond	NA	Adult	Male	43.33	-1.77	recIUTmSxiyqoU5lQ	Urodela	Amphibia	SD0342101	Amphibians
Tissue	Animal	< 1 minute	< 1 day	AFQ20	NA	14.1	1.9	SD02557	Lacertidae	Podarcis sp.	1000199 - Mediterranean forest	NA	Adult	Male	40.86	-8.25	recAf61NgigHFbcBU	Squamata	Reptilia	SD0255701	Reptiles
Colon contents	Animal	< 1 hour	NA	AIR28	NA	510	3250	SD04533	Leporidae	Lepus europaeus	1000215 - Temperate shrubland	NA	Adult	Female	43.04	-2.18	recIUTmSxiyqoU5lQ	Lagomorpha	Mammalia	SD0453301	Mammals
Tissue	Animal	< 10 minutes	< 7 days	ACC18	NA	39.3	8	SD00506	Vespertilionidae	Plecotus auritus	1000221 - Temperate woodland	Pine Forest (Pinus sylvestris)	Adult	Male	40.86	-4.03	recIUTmSxiyqoU5lQ	Chiroptera	Mammalia	SD0050601	Bats
Tissue	Animal	< 1 minute	< 14 days	ADD47	NA	56.6	25.5	SD02192	Vespertilionidae	Myotis blythii	1000198 - Mixed forest	Mine roost monitoring	Adult	Male	41.81	2.41	recIUTmSxiyqoU5lQ	Chiroptera	Mammalia	SD0219201	Bats
Faecal	Other	< 10 minutes	< 7 days	AAW42	NA	44	190	SD03235	Psittaculidae	Psittacula echo	1000220 - Tropical woodland	Forest clearing, next to nest box tree	Juvenile	Unknown	-20.47	57.43	recxJddnYy3ExEL7a	Psittaciformes	Aves	SD0323501	Birds
Faecal	Animal	< 1 minute	< 1 day	AHW67	NA	113	1.7	SD03622	Lacertidae	Podarcis sp.	1000199 - Mediterranean forest	NA	Adult	Female	40.83	-8.14	recAf61NgigHFbcBU	Squamata	Reptilia	SD0362201	Reptiles
Faecal	Housing	< 10 minutes	< 7 days	AFI46	NA	43.6	2.2	SD04105	Dactyloidae	Anolis yoroensis	1000197 - Broadleaf forest	In front of a stream	Adult	Male	15.2	-87.59	recQgqRtcmwo7Cea8	Squamata	Reptilia	SD0410501	Reptiles
Faecal	Trap	< 3 hours	< 1 day	AAA51	RS	61	535	SD00360	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	parklike habitat	Nursing	Female	44.95	7.6	recrACkHppgdXdQse	Rodentia	Mammalia	SD0036001	Mammals
Tissue	Animal	< 1 minute	< 14 days	AHC67	NA	57	4.13	SD04344	Lacertidae	Podarcis milensis	1000215 - Temperate shrubland	roadside	Adult	Female	36.67	24.43	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0434401	Reptiles
Skin swab	Animal	< 1 minute	< 21 days	AHO04	NA	40.99	6.1	SD03311	Bombinatoridae	Bombina sp.	1000198 - Mixed forest	Tire track / side ditch road	Adult	Male	47.9	19.96	recswsHtDSgulNghS	Anura	Amphibia	SD0331101	Amphibians
Anal/cloacal swab	Animal	NA	< 3 days	ABP90	NA	67.4	356	SD01850	Sciuridae	Sciurus vulgaris	1000198 - Mixed forest	Mixed forest	Nursing	Female	54.14	-9.14	recRFp4BbEGSFTNHf	Rodentia	Mammalia	SD0185001	Mammals
Tissue	Animal	< 1 minute	< 1 day	AFP38	NA	7.8	2.2	SD02516	Lacertidae	Podarcis sp.	1000199 - Mediterranean forest	NA	Sub-adult	Male	40.84	-8.16	recAf61NgigHFbcBU	Squamata	Reptilia	SD0251601	Reptiles
Faecal	Animal	< 1 minute	< 1 day	ADL30	Sentein	140.23	5.99	SD00778	Lacertidae	Podarcis muralis	1000246 - Village	small montane village	Adult	Male	42.84	0.94	recD0072mQhXdzBoy	Squamata	Reptilia	SD0077801	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAQ23	NA	NA	1.5	SD03441	Salamandridae	Lissotriton helveticus	1000252 - Lake or pond	NA	Adult	Male	43.26	-2.15	recIUTmSxiyqoU5lQ	Urodela	Amphibia	SD0344101	Amphibians
Faecal	Housing	NA	< 14 days	AIQ61	NA	NA	NA	SD04213	Leporidae	Lepus europaeus	1000247 - Rangeland	NA	Juvenile	Unknown	42.9	-2.16	recIUTmSxiyqoU5lQ	Lagomorpha	Mammalia	SD0421301	Mammals
Jejunum contents	Animal	NA	NA	AIG79	4.1 mi N of Brooker	NA	NA	SD02956	Cathartidae	Coragyps atratus	NA	NA	Adult	Male	29.95	-82.32	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0295601	Birds
Anal/cloacal swab	Animal	< 1 minute	< 1 day	ABC27	Gallarate	56	345	SD00305	Sciuridae	Sciurus vulgaris	1000221 - Temperate woodland	parklike habitat	Adult	Male	45.66	8.78	recrACkHppgdXdQse	Rodentia	Mammalia	SD0030501	Mammals
Tissue	Animal	< 1 minute	< 3 days	ABS47	NA	60	340	SD01512	Sciuridae	Sciurus vulgaris	1000197 - Broadleaf forest	Broadleaf forest 	Adult	Male	42.91	143.19	recUFOFTQQCc0Urlo	Rodentia	Mammalia	SD0151201	Mammals
Tissue	Animal	< 10 minutes	< 1 day	ABX60	NA	389	NA	SD02703	Sciuridae	Sciurus vulgaris	1000197 - Broadleaf forest	Urban cemetery with lawns, bushes, deciduous and coniferous trees, partly standing together in groups	Adult	Female	52.49	13.41	recVYUv3aeAtg7Vdd	Rodentia	Mammalia	SD0270301	Mammals
Blood	Animal	< 1 minute	< 7 days	AFH87	NA	26.2	72	SD04107	Passeridae	Passer montanus	1000197 - Broadleaf forest	In front of a stream	Adult	Unknown	15.2	-87.59	recQgqRtcmwo7Cea8	Passeriformes	Aves	SD0410701	Birds
Faecal	Animal	< 1 minute	< 1 day	ADA39	NA	NA	NA	SD01425	Vespertilionidae	Plecotus auritus	1000221 - Temperate woodland	NA	Adult	Female	52.07	13.42	recVYUv3aeAtg7Vdd	Chiroptera	Mammalia	SD0142501	Bats
Skin swab	Animal	< 1 minute	< 1 day	AIZ74	NA	105	32.7	SD04469	Salamandridae	Salamandra salamandra gallaica	1000221 - Temperate woodland	Small stream with steep bank running through deciduous grove.	Adult	Male	41.18	-8.66	recAf61NgigHFbcBU	Urodela	Amphibia	SD0446901	Amphibians
Oral swab	Animal	NA	NA	AIJ17	3.3 mi SE of Cruz Calle, Howell Cattle Company	NA	NA	SD02978	Cathartidae	Cathartes aura	NA	NA	Adult	Female	27.35	-98.24	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0297801	Birds
Faecal	Housing	< 3 hours	< 1 day	ACP22	NA	3.31	4.5	SD01603	Vespertilionidae	Myotis mystacinus	1000245 - Cropland	Along warehouse	Adult	Female	60.05	10.89	recvT4QW6feUZ07a1	Chiroptera	Mammalia	SD0160301	Bats
Tissue	Animal	< 10 minutes	< 3 days	ABU41	NA	49	13.3	SD01308	Phrynosomatidae	Sceloporus spinosus	1001803 - Tropical forest	Cropland and mixed forest	Adult	Male	19.41	-98.16	recwKhnfLZNKSTGMp	Squamata	Reptilia	SD0130801	Reptiles
Skin swab	Animal	< 1 minute	< 1 day	AIZ20	NA	95	36	SD04441	Salamandridae	Salamandra salamandra gallaica	1000221 - Temperate woodland	Stone walls along a rural trail flanked by agrarian land.	Adult	Male	41.32	-8.73	recAf61NgigHFbcBU	Urodela	Amphibia	SD0444101	Amphibians
Faecal	Housing	< 10 minutes	< 7 days	AFI47	NA	35	39.7	SD04115	Turdidae	Catharus mexicanus	1000197 - Broadleaf forest	In front of a stream	Adult	Unknown	15.2	-87.59	recQgqRtcmwo7Cea8	Passeriformes	Aves	SD0411501	Birds
Faecal	Animal	< 1 minute	< 1 day	ADZ73	NA	125.33	2.05	SD00978	Lacertidae	Podarcis muralis	1000194 - Montane grassland	near housing	Adult	Female	42.8	-0.55	recD0072mQhXdzBoy	Squamata	Reptilia	SD0097801	Reptiles
Anal/cloacal swab	Animal	< 10 minutes	< 3 days	ABT23	NA	95	31.2	SD01343	Phrynosomatidae	Sceloporus torquatus	1001803 - Tropical forest	NA	Adult	Female	19.38	-98.26	recwKhnfLZNKSTGMp	Squamata	Reptilia	SD0134301	Reptiles
Tissue	Animal	< 1 minute	< 1 day	ADZ78	NA	131.17	2.78	SD00980	Lacertidae	Podarcis muralis	1000194 - Montane grassland	near housing	Adult	Female	42.8	-0.55	recD0072mQhXdzBoy	Squamata	Reptilia	SD0098001	Reptiles
